nodeid,OutAmount,OutValue,OutTransFee,InAmount,InValue,InTransFee,nodelabel
2665,40.0,499.278,108.232,51.0,1910.335,1120.94,0.0
2666,16.0,0.0,1.137,101.0,0.0,10.394,0.0
2667,39.0,6152.605,663.019,69.0,5221.984,752.471,0.0
2668,0.0,0.0,0.0,97.0,5064.73,764.014,0.0
2669,35.0,18281.16,404.365,44.0,7573.86,226.21,0.0
2670,28.0,0.0,43.22,44.0,4675.9,214.057,0.0
2671,38.0,5253.96,1216.29,7.0,1904.305,91.883,0.0
2672,35.0,2049.92,288.655,62.0,7441.281,728.649,0.0
2673,134.0,27866.31,2122.8,134.0,1.055,664.93,0.0
2674,42.0,19835.18,711.05,44.0,11419.32,1276.984,0.0
2675,38.0,8581.355,491.312,50.0,5293.293,587.504,0.0
2676,65.0,3899.41,212.35,0.0,0.0,0.0,0.0
2677,79.0,45327.535,882.562,74.0,91635.81,665.443,0.0
2678,21.0,4334.31,473.635,42.0,9333.75,921.61,0.0
2679,11.0,6230.48,140.95,36.0,9561.38,429.542,0.0
2680,159.0,0.0,151.085,65.0,10851.88,380.82,0.0
2681,16.0,0.0,58.01,77.0,0.0,768.119,0.0
2682,90.0,36377.29,1232.48,84.0,122979.605,1561.956,0.0
2683,13.0,2608.894,142.849,23.0,1413.19,386.633,0.0
2684,186.0,108893.249,2434.057,170.0,75145.36,2706.184,0.0
2685,1001.0,0.0,76.07,1.0,0.0,4.23,0.0
2686,4.0,3451.26,59.7,28.0,4079.45,206.388,0.0
2687,15.0,1068.74,72.53,36.0,1839.325,415.575,0.0
2688,863.0,4141.94,1528.83,191.0,5237.48,404.941,0.0
2689,22.0,806.72,237.29,27.0,1376.9,187.517,0.0
2690,48.0,53091.942,851.812,256.0,55444.195,1187.102,0.0
2691,10.0,13568.14,126.315,27.0,24213.75,280.922,0.0
2692,121.0,16908.325,1220.05,221.0,37388.94,2784.929,0.0
2693,29.0,11728.23,301.102,848.0,28420.515,511.114,0.0
2694,26.0,6632.491,646.993,26.0,5678.0,524.864,0.0
2695,30.0,41096.92,557.655,33.0,36786.388,454.728,0.0
2696,92.0,42471.29,2142.28,33.0,0.0,276.16,0.0
2697,49.0,1107.603,164.207,72.0,547.21,276.1,0.0
2698,229.0,0.0,19.27,1.0,0.0,4.69,0.0
2699,18.0,6171.43,263.247,44.0,5504.066,397.429,0.0
2700,35.0,15054.62,550.04,39.0,15854.88,769.109,0.0
2701,211.0,0.0,13.32,1.0,0.0,2.89,0.0
2702,87.0,5462.936,114.153,85.0,762.115,247.178,0.0
2703,99.0,0.0,227.8,8.0,0.0,15.37,0.0
2704,38.0,34321.015,598.63,93.0,33975.33,511.052,0.0
2705,58.0,0.0,1419.21,172.0,27937.49,2661.919,0.0
2706,13.0,20078.721,245.371,32.0,6180.83,259.525,0.0
2707,46.0,387202.31,1468.74,28.0,1220.43,115.605,0.0
2708,187.0,698679.78,4064.63,65.0,78464.07,1166.334,0.0
2709,201.0,0.0,20.73,1.0,0.0,3.84,0.0
2710,34.0,274.65,283.62,46.0,522.02,430.939,0.0
2711,20.0,24357.09,340.32,29.0,7338.22,295.859,0.0
2712,26.0,3768.485,389.967,25.0,5372.47,427.688,0.0
2713,59.0,17011.83,1136.945,59.0,30265.16,742.534,0.0
2714,64.0,33017.505,1250.665,83.0,28271.94,1221.765,0.0
2715,27.0,92916.73,293.71,40.0,13952.15,509.909,0.0
2716,51.0,0.0,158.97,8.0,10.45,18.764,0.0
2717,0.0,0.0,0.0,41.0,14288.17,319.89,0.0
2718,15.0,2708.01,111.6,48.0,3239.47,364.901,0.0
2719,207.0,46.0,145.89,6.0,0.0,0.78,0.0
2720,4.0,0.0,46.85,53.0,2433.525,266.74,0.0
2721,20.0,8147.83,180.81,41.0,6455.0,702.309,0.0
2722,271.0,0.0,17.39,1.0,0.0,2.32,0.0
2723,49.0,322.23,124.79,52.0,0.0,33.68,0.0
2724,37.0,0.0,52.797,63.0,0.0,5.04,0.0
2725,76.0,26167.468,561.538,61.0,67744.12,430.914,0.0
2726,47.0,12445.324,704.559,44.0,5638.56,541.907,0.0
2727,122.0,1106.02,305.292,199.0,931.36,136.994,0.0
2728,38.0,5635.335,666.71,60.0,20863.19,509.246,0.0
2729,123.0,77076.013,2525.978,151.0,24598.143,2634.326,0.0
2730,17.0,1604.75,228.25,51.0,3920.08,313.463,0.0
2731,14.0,58580.83,248.15,23.0,36515.74,248.71,0.0
2732,26.0,12770.213,408.86,26.0,6386.84,471.01,0.0
2733,76.0,45608.77,1607.704,91.0,17942.235,1629.779,0.0
2734,36.0,1430.68,119.296,122.0,4362.21,449.488,0.0
2735,7.0,4784.32,77.71,27.0,7370.515,331.124,0.0
2736,360.0,20075.567,1553.397,279.0,10779.325,1225.869,0.0
2737,70.0,45537.76,2080.75,15.0,0.0,128.408,0.0
2738,65.0,40332.954,1034.041,126.0,21316.185,1963.637,0.0
2739,41.0,16659.442,644.468,90.0,7817.282,2260.775,0.0
2740,31.0,19915.431,547.548,47.0,13013.265,661.667,0.0
2741,235.0,0.0,3188.96,14.0,0.0,32.92,0.0
2742,14.0,2631.96,186.142,33.0,4516.18,642.15,0.0
2743,132.0,3847.39,507.55,73.0,84.82,54.81,0.0
2744,44.0,0.0,92.5,0.0,0.0,0.0,0.0
2745,105.0,67176.708,2197.226,136.0,79360.675,1578.284,0.0
2746,45.0,10905.113,345.369,47.0,1743.405,248.155,0.0
2747,202.0,0.0,15.99,1.0,0.0,5.42,0.0
2748,48.0,247513.119,825.563,98.0,152497.64,2243.541,0.0
2749,440.0,0.0,693.785,13890.0,0.0,29350.685,0.0
2750,601.0,0.0,88.847,372.0,0.0,47.531,0.0
2751,69.0,7520.62,569.15,59.0,13747.72,599.23,0.0
2752,230.0,53.22,718.69,32.0,30.08,37.39,0.0
2753,71.0,0.0,288.89,126.0,0.0,32.48,0.0
2754,12.0,4280.63,76.975,43.0,4757.025,1415.884,0.0
2755,45.0,14101.62,513.65,51.0,13914.595,584.441,0.0
2756,53.0,249.72,95.74,8.0,0.0,15.615,0.0
2757,19.0,0.0,87.35,66.0,1766.96,945.67,0.0
2758,325.0,47396.6,1823.108,435.0,35038.018,3571.857,0.0
2759,52.0,0.0,202.14,19.0,3492.2,134.892,0.0
2760,8.0,16343.71,205.22,49.0,18937.02,463.022,0.0
2761,160.0,3508.84,1250.4,200.0,3744.85,912.929,0.0
2762,30.0,15082.47,328.54,51.0,30918.924,414.502,0.0
2763,18.0,4959.14,182.267,88.0,13887.379,361.793,0.0
2764,49.0,0.0,318.18,7.0,270.16,54.51,0.0
2765,68.0,2858.93,611.604,105.0,11357.561,1791.869,0.0
2766,50.0,7936.345,1126.725,32.0,2643.525,397.148,0.0
2767,228.0,12253.94,3471.34,148.0,241.82,1987.617,0.0
2768,41.0,25892.437,502.958,205.0,20580.876,935.693,0.0
2769,21.0,11169.475,328.855,42.0,7336.993,374.92,0.0
2770,9.0,1452.15,157.675,47.0,1649.452,433.965,0.0
2771,15.0,8640.664,179.367,56.0,6383.422,529.516,0.0
2772,1.0,0.0,2.99,167.0,0.0,1189.8,0.0
2773,26.0,27420.36,667.716,75.0,30142.005,651.483,0.0
2774,6.0,0.0,42.065,49.0,5784.618,434.185,0.0
2775,128.0,5548.13,2121.43,335.0,7268.909,2775.967,0.0
2776,29.0,2266.47,767.6,19.0,2160.745,234.726,0.0
2777,252.0,0.0,1566.61,8.0,0.0,10.65,0.0
2778,28.0,17145.06,223.679,45.0,28135.74,262.111,0.0
2779,6.0,0.0,7.28,67.0,80.54,271.02,0.0
2780,1001.0,0.0,83.24,2.0,0.0,6.03,0.0
2781,2267.0,0.0,259.71,91.0,0.0,19.14,0.0
2782,37.0,25549.23,454.082,257.0,11138.902,645.979,0.0
2783,38.0,0.0,352.75,14.0,0.0,131.03,0.0
2784,36.0,4066.77,344.71,53.0,9328.33,471.176,0.0
2785,41.0,11932.138,350.767,81.0,14296.357,691.37,0.0
2786,38.0,21659.53,529.088,44.0,42180.25,259.681,0.0
2787,16.0,3212.47,295.79,23.0,0.0,175.61,0.0
2788,201.0,0.0,14.89,1.0,0.0,3.64,0.0
2789,202.0,0.0,20.57,1.0,0.0,6.82,0.0
2790,52.0,12077.855,702.035,52.0,17175.65,723.995,0.0
2791,14.0,64999.71,152.78,33.0,19879.99,319.341,0.0
2792,88.0,271.32,548.15,129.0,5545.78,795.359,0.0
2793,367.0,56238.138,1047.416,125.0,9453.983,1065.811,0.0
2794,10.0,2196.775,88.895,59.0,12189.08,648.067,0.0
2795,17.0,7040.25,294.605,51.0,13665.525,357.39,0.0
2796,12.0,680.96,168.84,24.0,675.16,319.61,0.0
2797,101.0,117745.306,1416.1,78.0,84221.879,955.029,0.0
2798,21.0,0.0,113.28,54.0,4516.953,348.648,0.0
2799,15.0,2951.42,295.555,35.0,42114.37,653.26,0.0
2800,13.0,0.0,141.08,140.0,57708.5,1882.99,0.0
2801,54.0,0.0,64.38,280.0,24428.24,1182.548,0.0
2802,240.0,0.0,13.5,1.0,0.0,3.39,0.0
2803,7.0,18041.76,117.2,30.0,14334.15,257.173,0.0
2804,28.0,75544.63,820.492,42.0,106222.58,486.044,0.0
2805,51.0,5987.285,416.31,59.0,9311.605,906.531,0.0
2806,29.0,4445.18,320.615,35.0,64.665,382.263,0.0
2807,35.0,15313.238,270.265,161.0,11024.85,407.552,0.0
2808,118.0,9326.42,703.642,110.0,9249.288,1849.824,0.0
2809,107.0,39509.076,1869.553,117.0,28734.965,1074.121,0.0
2810,111.0,8922.455,522.239,122.0,3719.62,536.045,0.0
2811,700.0,0.0,50.506,18.0,0.0,0.214,0.0
2812,70.0,58372.345,1059.132,199.0,27287.421,1105.106,0.0
2813,38.0,8591.12,644.45,43.0,3614.64,273.085,0.0
2814,67.0,8744.82,1076.305,70.0,2803.24,512.735,0.0
2815,23.0,5279.43,261.28,28.0,11891.07,492.021,0.0
2816,6.0,15871.99,55.61,32.0,5050.0,56.275,0.0
2817,30.0,62.89,212.98,19.0,1477.06,190.02,0.0
2818,100.0,0.0,1602.75,10.0,0.0,11.06,0.0
2819,35.0,7843.34,281.82,39.0,3701.86,485.443,0.0
2820,13.0,8596.614,251.556,27.0,12810.224,313.333,0.0
2821,41.0,21429.799,519.546,34.0,17260.29,1003.856,0.0
2822,84.0,84587.708,431.311,160.0,145810.8,952.652,0.0
2823,45.0,12000.51,383.877,37.0,4720.19,687.237,0.0
2824,25.0,7187.012,377.864,65.0,12257.213,726.572,0.0
2825,26.0,3556.09,92.785,486.0,4288.87,856.01,0.0
2826,201.0,0.0,21.32,1.0,0.0,3.86,0.0
2827,29.0,0.0,670.2,17.0,401.46,93.529,0.0
2828,20.0,43682.37,285.235,31.0,16286.34,375.865,0.0
2829,17.0,2740.94,212.43,22.0,3464.1,316.198,0.0
2830,27.0,7977.59,395.262,60.0,29712.945,705.405,0.0
2831,223.0,21648.375,2595.996,2471.0,16229.75,1585.77,0.0
2832,38.0,8763.11,426.42,65.0,72.53,192.52,0.0
2833,17.0,23113.23,339.42,21.0,19509.02,315.731,0.0
2834,63.0,10389.885,501.187,76.0,7514.275,685.173,0.0
2835,28.0,16425.21,215.565,25.0,10682.23,169.872,0.0
2836,74.0,1770.38,1033.315,40.0,7186.95,395.675,0.0
2837,34.0,6307.155,306.05,56.0,9350.503,363.872,0.0
2838,73.0,601.61,382.0,132.0,2375.82,802.59,0.0
2839,25.0,5899.23,432.37,32.0,1961.34,239.876,0.0
2840,26.0,0.0,257.548,156.0,24711.342,822.243,0.0
2841,71.0,4430.21,619.66,93.0,3531.6,2311.858,0.0
2842,21.0,7427.136,202.858,65.0,10436.766,270.367,0.0
2843,0.0,0.0,0.0,40.0,6578.48,156.536,0.0
2844,24.0,33329.52,424.84,21.0,4057.775,420.227,0.0
2845,10.0,0.0,29.86,393.0,0.0,1795.03,0.0
2846,81.0,0.0,1003.42,7.0,11.145,33.525,0.0
2847,81.0,18236.25,836.38,54.0,2028.6,693.79,0.0
2848,18.0,2700.65,140.7,55.0,5306.33,519.5,0.0
2849,19.0,4163.5,133.61,49.0,6684.08,487.478,0.0
2850,48.0,63922.33,634.527,61.0,42961.015,780.095,0.0
2851,11.0,3616.555,97.975,25.0,3204.16,213.56,0.0
2852,28.0,9778.25,488.997,35.0,433.08,515.49,0.0
2853,216.0,0.0,1102.0,3.0,351.39,21.726,0.0
2854,201.0,0.0,16.63,1.0,0.0,2.33,0.0
2855,153.0,163321.41,4569.14,114.0,2664.81,1721.46,0.0
2856,35.0,0.0,2.367,84.0,0.0,5.331,0.0
2857,19.0,2328.71,108.563,47.0,8553.195,451.257,0.0
2858,42.0,47181.685,468.11,67.0,32097.855,2155.717,0.0
2859,303.0,10824.34,2276.715,301.0,1498.28,2016.255,0.0
2860,247.0,60848.9,3279.768,190.0,4380.513,1796.202,0.0
2861,35.0,0.0,75.91,0.0,0.0,0.0,0.0
2862,9.0,390.9,67.14,31.0,1217.04,371.3,0.0
2863,16.0,8066.66,121.41,34.0,5832.675,256.016,0.0
2864,66.0,2612.712,1323.982,70.0,0.0,484.877,0.0
2865,123.0,12722.155,385.71,149.0,3413.085,667.614,0.0
2866,1001.0,0.0,142.9,0.0,0.0,0.0,0.0
2867,1269.0,13361.255,19905.34,528.0,1073.443,3268.387,0.0
2868,31.0,11340.907,271.663,151.0,5027.333,637.2,0.0
2869,58.0,17168.37,224.719,822.0,14262.056,595.448,0.0
2870,27.0,27116.838,397.303,34.0,9656.694,495.73,0.0
2871,31.0,7824.96,172.04,215.0,24596.72,1101.552,0.0
2872,42.0,6435.52,502.06,37.0,0.0,458.4,0.0
2873,43.0,13673.19,551.405,42.0,8858.489,472.69,0.0
2874,24.0,21228.97,352.043,49.0,25615.145,792.85,0.0
2875,56.0,16138.32,695.14,112.0,23255.922,886.366,0.0
2876,91.0,10402.966,693.515,53.0,3239.748,427.674,0.0
2877,27.0,29113.0,478.64,30.0,22002.26,482.7,0.0
2878,94.0,0.0,344.24,7.0,0.0,175.86,0.0
2879,9.0,732.5,44.01,48.0,15311.565,426.166,0.0
2880,25.0,43319.67,402.74,24.0,93213.55,276.722,0.0
2881,20.0,12133.5,405.435,29.0,8847.453,344.51,0.0
2882,30.0,4095.542,390.915,60.0,37032.7,562.087,0.0
2883,75.0,25053.435,759.257,202.0,21473.45,1238.778,0.0
2884,62.0,48480.612,554.609,66.0,40639.64,398.462,0.0
2885,21.0,1438.54,153.99,61.0,1437.28,352.288,0.0
2886,12.0,4197.725,186.778,16.0,5531.0,374.183,0.0
2887,124.0,0.0,9.149,207.0,0.0,31.498,0.0
2888,37.0,0.0,2.629,39.0,0.0,2.956,0.0
2889,120.0,48350.392,1688.541,142.0,61001.995,2011.607,0.0
2890,123.0,86359.558,2151.288,122.0,30464.37,1662.908,0.0
2891,229.0,0.0,12.16,1.0,0.0,3.31,0.0
2892,27.0,7025.443,881.377,57.0,7469.537,679.767,0.0
2893,80.0,341.22,1236.08,101.0,0.0,554.7,0.0
2894,17.0,4940.83,301.615,87.0,31796.029,817.973,0.0
2895,46.0,1921.38,183.165,55.0,8635.035,146.625,0.0
2896,45.0,10497.037,427.515,31.0,5860.39,333.7,0.0
2897,84.0,5708.455,633.388,85.0,62222.86,776.572,0.0
2898,104.0,34395.76,1628.205,79.0,34115.92,749.093,0.0
2899,0.0,0.0,0.0,37.0,3793.36,377.845,0.0
2900,8.0,0.0,96.37,27.0,0.0,280.155,0.0
2901,23.0,24822.38,262.357,38.0,20177.73,392.377,0.0
2902,688.0,126384.0,4462.025,718.0,13778.98,5102.815,0.0
2903,90.0,8303.305,142.721,104.0,12756.935,348.658,0.0
2904,24.0,11104.18,310.51,44.0,5775.215,370.134,0.0
2905,48.0,3434.515,520.93,65.0,3100.454,769.084,0.0
2906,242.0,1459.9,675.27,71.0,0.0,198.16,0.0
2907,18.0,4029.407,422.487,39.0,4602.291,611.832,0.0
2908,0.0,0.0,0.0,30.0,0.0,271.16,0.0
2909,8.0,6084.929,197.093,66.0,8154.285,826.153,0.0
2910,25.0,2202.15,199.755,38.0,1136.093,217.952,0.0
2911,16.0,626.25,392.75,18.0,1812.628,887.479,0.0
2912,1450.0,20275.415,939.4,1456.0,18459.734,804.876,0.0
2913,24.0,7303.37,610.805,27.0,5640.39,283.625,0.0
2914,28.0,947.11,201.54,33.0,0.0,46.41,0.0
2915,28.0,14674.637,725.89,28.0,14066.69,427.374,0.0
2916,23.0,44071.53,235.41,83.0,295.512,731.507,0.0
2917,139.0,78796.668,2349.921,239.0,107543.55,1892.84,0.0
2918,20.0,15164.217,290.52,36.0,19640.05,297.324,0.0
2919,172.0,0.0,728.23,67.0,1205.52,1057.534,0.0
2920,45.0,33714.79,555.18,49.0,31498.61,449.811,0.0
2921,54.0,1505.405,273.733,50.0,5780.39,173.486,0.0
2922,119.0,51822.01,4529.13,48.0,0.0,681.62,0.0
2923,128.0,40688.065,677.409,248.0,42674.61,1424.025,0.0
2924,242.0,0.0,942.22,346.0,306.89,617.62,0.0
2925,4472.0,0.0,11915.765,4472.0,0.0,11915.765,0.0
2926,7.0,48587.12,229.15,20.0,25539.57,362.545,0.0
2927,35.0,982.393,220.39,18.0,0.0,30.8,0.0
2928,20.0,26257.8,779.618,39.0,302980.88,718.124,0.0
2929,18.0,1804.97,169.467,76.0,3359.455,256.494,0.0
2930,29.0,12291.485,220.4,60.0,24378.02,289.074,0.0
2931,229.0,0.0,19.32,1.0,0.0,4.71,0.0
2932,21.0,30268.695,334.44,176.0,7609.809,324.278,0.0
2933,9.0,34183.44,236.39,27.0,6339.428,260.97,0.0
2934,38.0,222.03,265.83,49.0,177.69,105.68,0.0
2935,201.0,0.0,12.18,1.0,0.0,3.59,0.0
2936,34.0,155.396,196.371,10.0,634.169,111.069,0.0
2937,40.0,7028.125,692.975,52.0,15545.28,456.415,0.0
2938,1001.0,0.0,135.41,0.0,0.0,0.0,0.0
2939,36.0,1280.76,192.352,83.0,8872.085,855.821,0.0
2940,42.0,2780.305,972.99,36.0,3673.195,824.06,0.0
2941,54.0,6920.11,528.1,55.0,0.0,1470.7,0.0
2942,18.0,10303.09,336.73,28.0,8968.585,143.023,0.0
2943,250.0,0.0,15.11,2.0,0.0,5.19,0.0
2944,301.0,28744.11,2433.49,2.0,48.46,24.61,0.0
2945,397.0,0.0,1362.7,7.0,0.0,2.22,0.0
2946,25.0,27138.45,416.4,23.0,78937.13,551.839,0.0
2947,201.0,0.0,16.8,1.0,0.0,6.79,0.0
2948,31.0,38068.79,620.882,48.0,24942.345,636.436,0.0
2949,9.0,4921.483,152.392,56.0,7983.17,688.739,0.0
2950,77.0,22706.255,671.35,174.0,36556.658,2273.097,0.0
2951,18.0,4936.92,207.22,24.0,12406.42,278.21,0.0
2952,537.0,24655.946,2626.728,406.0,19516.76,1446.372,0.0
2953,25.0,2268.68,251.87,29.0,8536.062,334.529,0.0
2954,30.0,20759.788,318.045,24.0,3238.754,105.072,0.0
2955,49.0,13191.19,771.54,24.0,6331.83,255.15,0.0
2956,109.0,0.0,394.985,120.0,0.0,1750.67,0.0
2957,161.0,91.68,207.82,12.0,0.0,14.75,0.0
2958,38.0,43510.39,612.176,49.0,20178.21,349.963,0.0
2959,229.0,0.0,19.26,1.0,0.0,4.69,0.0
2960,0.0,0.0,0.0,66.0,0.0,469.825,0.0
2961,603.0,0.0,34.12,3.0,0.0,8.06,0.0
2962,25.0,4662.39,365.605,34.0,6011.036,274.942,0.0
2963,65.0,20823.752,564.421,34.0,5902.02,245.773,0.0
2964,18.0,4200.016,138.691,19.0,3682.345,310.542,0.0
2965,35.0,234233.15,786.14,36.0,74319.796,152.514,0.0
2966,23.0,110625.02,525.315,55.0,35830.61,247.083,0.0
2967,4.0,0.0,14.8,27.0,52.41,61.328,0.0
2968,23.0,29492.16,348.007,66.0,6972.477,450.791,0.0
2969,28.0,805.92,270.312,14.0,1528.755,123.095,0.0
2970,81.0,38707.217,808.791,107.0,18777.184,910.499,0.0
2971,32.0,8988.78,443.295,80.0,5769.81,915.888,0.0
2972,126.0,5048.294,988.807,1946.0,31237.11,1858.465,0.0
2973,271.0,0.0,17.46,1.0,0.0,2.32,0.0
2974,14.0,40534.7,313.0,71.0,43132.172,3381.277,0.0
2975,37.0,25128.14,317.523,51.0,18264.02,236.107,0.0
2976,201.0,0.0,12.76,1.0,0.0,2.24,0.0
2977,42.0,11719.335,627.057,52.0,4237.802,650.404,0.0
2978,38.0,15344.78,385.03,14.0,1443.42,47.908,0.0
2979,20.0,15228.44,349.325,60.0,18872.4,320.344,0.0
2980,31.0,9964.096,594.459,43.0,23316.93,485.723,0.0
2981,69.0,70188.54,2299.505,145.0,106581.533,2137.393,0.0
2982,1440.0,131.525,359.01,1540.0,5821.783,966.428,0.0
2983,8.0,788.7,93.485,59.0,4816.22,511.927,0.0
2984,34.0,14703.932,532.728,33.0,11788.79,578.339,0.0
2985,41.0,89348.53,1192.12,38.0,0.0,194.26,0.0
2986,17.0,15617.44,275.426,38.0,21726.51,276.739,0.0
2987,229.0,0.0,12.07,1.0,0.0,3.3,0.0
2988,17.0,9124.535,303.195,84.0,4458.285,725.599,0.0
2989,115.0,2555.8,436.87,118.0,0.0,137.46,0.0
2990,14.0,4276.145,337.3,25.0,3704.855,460.85,0.0
2991,29.0,241.18,325.08,47.0,3908.25,606.02,0.0
2992,35.0,9740.665,596.952,34.0,4013.12,437.083,0.0
2993,128.0,7946.611,169.77,57.0,6817.895,366.778,0.0
2994,99.0,3838.18,1702.39,26.0,283.43,95.072,0.0
2995,15.0,8121.78,129.67,70.0,1527.225,765.156,0.0
2996,52.0,16463.48,461.665,67.0,13542.87,675.991,0.0
2997,86.0,54327.837,1253.167,79.0,130478.27,755.467,0.0
2998,50.0,7861.56,594.96,34.0,2547.76,250.603,0.0
2999,27.0,116993.48,347.495,53.0,5928.568,624.478,0.0
3000,44.0,6369.29,203.375,129.0,15395.86,390.529,0.0
3001,22.0,11504.682,396.618,48.0,7406.685,543.134,0.0
3002,323.0,46.35,376.815,167.0,5.888,261.81,0.0
3003,202.0,0.0,19.73,1.0,0.0,6.8,0.0
3004,201.0,0.0,11.41,1.0,0.0,2.26,0.0
3005,26.0,8191.167,318.593,40.0,9107.59,189.015,0.0
3006,234.0,25119.576,1533.94,188.0,82268.06,1749.3,0.0
3007,15.0,5160.616,282.904,26.0,7447.65,360.75,0.0
3008,41.0,17221.83,1007.53,13.0,0.412,120.043,0.0
3009,4.0,0.0,105.12,59.0,23033.104,1477.687,0.0
3010,43.0,0.0,684.55,62.0,0.0,277.865,0.0
3011,167.0,102.76,110.64,8.0,0.215,6.16,0.0
3012,36.0,13419.902,575.718,39.0,15924.319,432.896,0.0
3013,24.0,0.0,66.388,68.0,12057.25,513.63,0.0
3014,36.0,21725.86,665.36,33.0,11420.59,892.82,0.0
3015,69.0,40892.53,2052.9,29.0,3480.5,355.551,0.0
3016,49.0,55507.43,927.7,168.0,8362.07,724.876,0.0
3017,17.0,2012.95,212.885,33.0,6429.19,201.223,0.0
3018,77.0,11365.13,443.004,201.0,27216.335,1587.046,0.0
3019,16.0,13787.945,293.435,21.0,11956.98,263.2,0.0
3020,16.0,152307.14,275.94,23.0,68752.373,104.844,0.0
3021,34.0,3303.85,445.24,64.0,12284.245,989.185,0.0
3022,42.0,3977.48,522.0,183.0,14575.49,707.147,0.0
3023,14.0,37831.58,227.945,45.0,32859.4,401.216,0.0
3024,191.0,0.0,16.2,1.0,0.0,3.68,0.0
3025,17.0,3916.525,199.648,23.0,4151.55,247.72,0.0
3026,293.0,0.0,23.15,1.0,0.0,3.27,0.0
3027,35.0,1004.27,449.553,65.0,7194.02,958.927,0.0
3028,40.0,1582.5,620.67,8.0,0.0,6.94,0.0
3029,108.0,10334.782,664.86,93.0,4875.375,471.5,0.0
3030,38.0,17629.17,734.295,24.0,9746.39,922.73,0.0
3031,17.0,1985.78,272.043,40.0,8303.485,900.931,0.0
3032,17.0,17887.6,250.138,39.0,95837.975,379.617,0.0
3033,25.0,11849.85,797.014,106.0,58834.59,1105.633,0.0
3034,10.0,297.9,143.285,29.0,4598.826,113.95,0.0
3035,23.0,50429.37,324.435,18.0,21903.508,187.006,0.0
3036,12.0,3597.63,113.858,23.0,10726.3,348.581,0.0
3037,229.0,0.0,18.75,1.0,0.0,4.57,0.0
3038,371.0,225.14,5514.38,289.0,14.2,1513.614,0.0
3039,138.0,38336.555,1023.913,203.0,14263.807,2122.795,0.0
3040,21.0,2872.23,321.775,22.0,2785.615,265.825,0.0
3041,642.0,4118.09,968.5,211.0,0.0,173.69,0.0
3042,103.0,24978.303,747.005,100.0,1313.783,1077.208,0.0
3043,93.0,0.0,59.235,85.0,561.169,85.437,0.0
3044,22.0,8275.737,304.274,38.0,5546.766,684.49,0.0
3045,61.0,21404.5,811.63,92.0,11061.45,2188.601,0.0
3046,222.0,1024.81,542.48,46.0,0.0,59.81,0.0
3047,17.0,52986.02,428.64,33.0,19834.67,513.882,0.0
3048,11.0,1911.69,119.208,63.0,33623.903,363.425,0.0
3049,26.0,21576.82,168.671,46.0,5046.985,453.921,0.0
3050,11.0,2431.184,59.303,35.0,987.42,261.926,0.0
3051,15.0,19860.505,237.665,16.0,35169.115,279.85,0.0
3052,66.0,33714.172,1003.06,51.0,19436.715,780.227,0.0
3053,23.0,12834.23,428.56,22.0,10181.46,518.25,0.0
3054,27.0,7731.185,224.655,32.0,13080.245,252.446,0.0
3055,38.0,6370.668,487.528,148.0,3457.14,487.805,0.0
3056,16.0,0.0,12.32,91.0,23052.08,1866.918,0.0
3057,19.0,2395.718,234.396,25.0,4115.31,243.761,0.0
3058,19.0,4372.745,315.542,23.0,636.31,245.94,0.0
3059,90.0,0.0,201.47,12.0,0.0,9.08,0.0
3060,35.0,6876.01,994.52,28.0,2643.09,357.758,0.0
3061,34.0,7351.386,232.539,44.0,6283.52,178.554,0.0
3062,46.0,16439.697,652.444,58.0,19417.39,976.7,0.0
3063,45.0,26744.97,327.903,38.0,14450.175,254.429,0.0
3064,17.0,546.27,210.53,63.0,12315.243,285.429,0.0
3065,24.0,15085.29,332.76,61.0,53760.695,329.58,0.0
3066,10.0,5761.7,86.68,66.0,4564.945,584.727,0.0
3067,4.0,687.63,85.86,97.0,10273.45,1371.98,0.0
3068,21.0,6311.09,345.45,35.0,6653.21,1636.617,0.0
3069,8.0,2319.98,380.34,41.0,4525.66,822.863,0.0
3070,10.0,6061.665,184.255,36.0,6877.355,424.946,0.0
3071,38.0,0.0,108.42,80.0,0.0,245.14,0.0
3072,56.0,20046.895,859.672,215.0,8905.425,2581.498,0.0
3073,201.0,0.0,16.75,1.0,0.0,2.35,0.0
3074,1001.0,0.0,64.15,1.0,0.0,2.51,0.0
3075,77.0,20436.483,885.42,106.0,15560.525,2144.257,0.0
3076,10.0,3854.0,263.44,35.0,12751.38,291.122,0.0
3077,269.0,38773.181,733.065,175.0,13146.98,582.569,0.0
3078,18.0,6834.449,252.045,22.0,4243.47,614.681,0.0
3079,123.0,6827.272,259.199,32.0,5283.75,296.3,0.0
3080,16.0,3224.68,124.145,30.0,5461.675,375.908,0.0
3081,16.0,2148.46,303.975,24.0,4279.78,437.247,0.0
3082,11.0,16722.34,87.594,34.0,9147.87,307.016,0.0
3083,448.0,17778.374,1142.963,555.0,101546.931,2131.678,0.0
3084,31.0,8258.24,675.502,42.0,7277.23,601.848,0.0
3085,30.0,3397.495,465.953,29.0,10181.11,438.88,0.0
3086,18.0,11316.914,176.962,15.0,9825.07,342.849,0.0
3087,10.0,8789.14,138.27,20.0,11566.39,228.23,0.0
3088,1001.0,0.0,104.34,1.0,0.0,4.88,0.0
3089,33.0,7267.53,380.29,49.0,7728.209,518.721,0.0
